,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
3658,4.0,0.5983999967575073,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Ekran karardığı zaman tekrar açınca yeşil ekran geliyor düzelmiyor
kapatmak zorunda kalıyorum PC yi  ,-1"
3659,0.0,0.7994999885559082,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hızlı kargo yapmak 
3660,0.0,0.5856999754905701,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün hiçbirşey yarmak gerçekten kendi Hayri yok ki od soğumak hiç memnun kalmak 
3661,0.0,0.84579998254776,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",güzel ürün zamanlamak ama hızlı Tl yemek almak Saha artmak fiyat 
3662,3.0,0.5906999707221985,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Güneş lekeleri için pek çok markanın serumunu kullandım. Az da olsa işe
yarayanlar oldu. Bu ürünü ilk defa kullanacağım. Umarım işe yarar.  ,0"
3663,3.0,0.8036999702453613,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Ses seviyesı bekledıgım gibi cıkmadı. ben daha 2+1 olunca daha ıyı ses
cıkısı beklemıstım. vasat  ,-1"
3664,0.0,0.7991999983787537,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",fiyat göre iyi 
3665,0.0,0.7814000248908997,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",yazmak Note im batarya ker şarj etmek ker rahat şarj etmek gerekmek 
3666,0.0,0.8855000138282776,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hızlı teslimat süper ürün çok memnu 
3667,1.0,0.5378000140190125,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür","Ürün Yok daha Nerede Kim kullanıyor bilmiyorum Suç Kargo Firmasın da
olsada az bi ilgilenin ya vurdum duymaz Tavırlar :/  ,-1"
3668,2.0,0.6665999889373779,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","Ürün güzel fakat ""stuck red pixel"" ile geldi iade ettim. Aynısını tekrardan almayı düşünüyorum.  ,0"
3669,1.0,0.6392999887466431,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür",çok basit ve usta tabir dandik işemek yarmak ama 
3670,0.0,0.732699990272522,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok kullanmak 
3671,0.0,0.866100013256073,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",evet harika sadece kargo kötü 
3672,0.0,0.20000000298023224,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok", 
3673,0.0,0.9108999967575073,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",arkadaş kullanmak çok memnun kalmak ben sipariş vermek 
3674,0.0,0.942300021648407,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hızlı teslimat ile bir gün içeri teslim ordu ve gayet Başar bir ürün 
3675,0.0,0.9498999714851379,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",süpürge el geçmek gayet güzel çekmek Gu çok iyi se az çıkmak par hak vermek 
3676,1.0,0.6352999806404114,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür","urun guzel durusu guzel ama motorundan rahatsiz esuci bir vinn sesi ve
calisirken asiri titreme var.  demonte etmeye usenmesem iade eder ve
baska marka alirdim.  ,-1"
3677,0.0,0.9330999851226807,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",fiyat göre çok iyi ürün hız süper bayılmak kek şahane kabarmak 
3678,4.0,0.7918000221252441,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Yaklaşık bir yıldır kullanıyorum. Masa kalitesi  güzel fakat örtüsü kalitesiz çok çabuk yıprandı.
Masanın ebatları da büyük olduğu için aynı ebatta örtü bulamıyorum.

Ayrıca örtüsünün de satılması iyi olurdu yada yedek verilmesi.  ,0"
3679,0.0,0.866100013256073,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ben Çay bozulmak nasıl yapmak 
3680,0.0,0.8662999868392944,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok güzel çok memnun kalmak 
3681,1.0,0.897599995136261,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür",şu dışarı sızmak ve tuş komut algılamak 
3682,0.0,0.7993999719619751,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok iyi paketlemek 
3683,0.0,0.7944999933242798,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",göndermek ürün Ttnet Mode üzerinde net logo ve içeri Ttnet aymak var başka satmak almak bence 
3684,0.0,0.9269999861717224,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çalışmak ama tutmak yemek hata çok uzun sürmek dayanmak üşümek 
3685,2.0,0.6247000098228455,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","ürün süper ryzen 3. nesil desteğide var ama kutunun köşeleri ezilmiş
olarak geldi bu gerçekten beni üzdü onun dışında sıkıntı yok  ,0"
3686,0.0,0.6284000277519226,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",olağanüstü bir şey beklemek 
3687,0.0,0.7980999946594238,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok iyi bence 
3688,3.0,0.973800003528595,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Mağaza hakkında bir şey diyemem ama sinbo gerçekten berbat bir marka iki
ürün aldım bununla birlikte ikisinden de memnun kalmadım. Evin
sigortasına kadar attırdı siz düşünün.  ,-1"
3689,0.0,0.7986999750137329,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",pratik küçük etkimek 
3690,0.0,0.5964999794960022,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",aylamak geçmek ama fiyat performans değişmek küçük daire için ideal 
3691,0.0,0.6909999847412109,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ayıp ürün gelmek iade etmek 
3692,0.0,0.8895999789237976,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",gürültü pek fazla yok ama banmak göndermek kadem çalışmak Işık idare etmek kadem ama çalışmak o dış iyi 
3693,0.0,0.8425999879837036,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",kargo teslim saat gibi bir seçenek olmak çok iyi çalışmak kişi için gayet Başar 
3694,0.0,0.808899998664856,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",piyasa en kalite aspiratör olmak ses şiddet çok fazla malzeme kalite çok zayıf kesinlikle satmak almak 
3695,0.0,0.4562000036239624,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",zamanında kargo ürün zaten Samsung monitör 
3696,0.0,0.6255999803543091,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",o kadar iyi paket ki kişi zor açmak 
3697,0.0,0.9327999949455261,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",arkadaş ürün almak kazıklamak ne demek kahrolmak kahrolmak küfretmek küfretmek öğrenmek 
3698,0.0,0.7815999984741211,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",sinyal Gu iyi ama çok sık kopmak gibi çıkmak 
3699,2.0,0.5303999781608582,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","yoğunluk zamana denk geldi sanırım bilmiyorum ama sipariş 1 haftada
neredeyse kargolandı  birde üstüne kargo sagolsn getirmeyip elinde
tuttugundan kendim aldım onun haricinde bir sorun yok üründe  ,0"
3700,0.0,0.6523000001907349,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",görüntü gibi değil küçük gelmek ayna fakat kullanmak teklemek Hb 
3701,0.0,0.7993000149726868,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok kötü ürün 
3702,0.0,0.7613000273704529,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",paketlemek çok korunak değil ama güzel bir ürün 
3703,0.0,0.9266999959945679,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok fazla ısınmak iş normal vermek ama kendi çok ısınmak 
3704,4.0,0.39410001039505005,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","rezalet bir firma ve kargo. firmanın  iletişimi sıfır müşteri
memnuniyeti sıfır. iade için  yolladiginiz ürünün  bile kargo parasını
size ödetiyorlar. bir daha buradan alışveriş mi asla. sakal kesmek için
aldım kocaman makina tarak takmadan kesim ayarı yapılmıyor tarak takınca
sakalı kesmiyor boşuna  para verdik iadesinide kabul etmediler.  ,-1"
3705,3.0,0.4745999872684479,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var",hacı yuvarlak ve kare tepsi ışıklamak ebat uygun fiyat 
3706,3.0,0.4934999942779541,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","çok kötü 
hiçbir işe yaramıyor
duman ve kötü koku çıkıyor
doğramıyor bütün bırakıyor
ALMAYIN  ,-1"
3707,0.0,0.8758999705314636,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",özellik çok iyi değil I diye atlamak ilk çıkmak ileri ve milât kalmak özellik bu par başka bilgisayar bakmak 
3708,0.0,0.9269999861717224,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",tereddüt etmek almak fakat ürün çok güzel kesinlikle tavsiye etmek 
3709,0.0,0.9611999988555908,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",eski ütü su akıtmak diye almak ve çok memnun kalmak tavsiye etmek kargo da hızlı gelmek paketlemek de gayet iyi 
3710,0.0,0.9383000135421753,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",avantaj en uygun fiyat burmak Br dezavantaj Br inşallah güzel çıkmak vermek 
3711,0.0,0.9426000118255615,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün çok kalite ve sağlam aymak kullanmak iyi ki almak almak memnun kalmak 
3712,0.0,0.9107999801635742,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok kısa sürmek istemek gibi gelmek teşekkür etmek 
3713,0.0,0.9269999861717224,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",biraz yüksek sesli çalışmak fiyat performans gayet iyi memnun kalmak 
3714,0.0,0.6000000238418579,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",teşekkür 
3715,4.0,0.5476999878883362,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Çok ağır ve hantal bir yapısı var :(  bu kadar ağır ve büyük olduğunu
bilseydim almazdım :(  ,0"
3716,3.0,0.8288000226020813,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var"," ,1 yönleri:  ,1 özelliği pratik ve şık oluşu.

 ,-1 yönleri: Dışı tehlike arz edecek kadar ısınıyor. Özellikle çocuklu evlerde çok dikkat edilmeli. Ürün alırken yorumları baz aldığım için  Almak isteyenler bu  ,-1 özelliği bilmeli diye düşünüyorum  ,-1"
3717,0.0,0.5601000189781189,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",idare etmek bir ürün işlev görmek 
3718,0.0,0.3684000074863434,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",eh işte kullanmak fırçalamak gelmek 
3719,0.0,0.6661999821662903,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",par cep kalmak daha iyi 
3720,0.0,0.8395000100135803,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hızlı kargo güzel ürün 
3721,0.0,0.6031000018119812,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",oldukça kalite Siemens fark 
3722,0.0,0.9376000165939331,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün yanlış gelmek daha sonra düzelmek ürün yanlış gelmek daha sonra düzeltmek 
3723,0.0,0.9379000067710876,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",daha önce kullanmak mark kalite ve kahve iyi uygun fiyat daha ne 
3724,3.0,0.8525999784469604,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","ürün tertemiz geldi. ilk günler sorunsuz çalıştı ancak 3 günden sonra
çakmaklık kafasına göre çalışıyor. genelde kibritle yakmak durumundayız.  ,-1"
3725,0.0,0.8675000071525574,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün bilmek ama mağaza olmak kesinlikle alışveriş yapmak gündüz kargo vermek aramak açmak 
3726,0.0,0.7317000031471252,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",oldukça iyi 
3727,0.0,0.7347000241279602,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",bu alışmak diğer si iyi çıkmak şu motor arıza 
3728,0.0,0.6298999786376953,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",saat yeni almak arz takmak açmak Dakka sonra açmak ne 
3729,3.0,0.9433000087738037,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Ürün elime sorunsuz şekilde ulaştı. Ürünü ilk defa kullandım fakat pek beğenmedim. Göz makyajını temizlemek için epey uğraşıyorum  göz çevrem acıyor yine de tam temizlemiyor. Bir daha bu ürünü almayı düşünmüyorum.
Uygun fiyat ve sorunsuz gönderi için Hepsiburada.com'a teşekkürler.  ,0"
3730,0.0,0.9107000231742859,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürümek Web sit yazmak gibi Bulduk çok teşekkür 
3731,0.0,0.9495999813079834,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hızlı kargo ve güvenilir alışveriş ütü de tam istemek gibi herkes tavsiye etmek teşekkür Hepsiburada 
3732,0.0,0.5976999998092651,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok 
3733,0.0,0.732699990272522,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok teşekkür 
3734,0.0,0.866100013256073,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok güzel bir ürün memnu 
3735,4.0,0.498199999332428,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı",yazlık için ideal 
3736,0.0,0.6137999892234802,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün açıklamak gibi tüm parçalamak sağlam bir şekil gelmek 
3737,0.0,0.7993999719619751,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok güzel harika 
